TransactionID,UserID,Timestamp,Merchant,CardType,IsForeignTransaction,IsOnline,Location,PrevTime,TravelDistanceKM,TimeDeltaHrs,Amount,SuspiciousJump,AvgAmountBefore,PrevAmount,AmountDiff,IsFraud
T0010,U008,2025-06-30 13:55:15,Starbucks,Amex,No,Yes,"Singapore, SG",2025-06-29 01:46:42,901.1649890856099,36.1425,240.04,0,95.33333333333333,177.04,144.70666666666665,0
T0471,U008,2025-07-01 00:54:14,eBay,Amex,Yes,No,"New York, USA",2025-06-30 13:55:15,15340.582979641784,10.983055555555556,115.43,0,116.00571428571428,240.04,-0.5757142857142696,0
T0539,U008,2025-07-01 03:26:46,eBay,Mastercard,No,Yes,"New York, USA",2025-07-01 00:54:14,0.0,2.542222222222222,50.51,0,115.93374999999999,115.43,-65.42374999999998,0
T0017,U008,2025-07-01 12:06:56,Alfamart,Visa,Yes,No,"Lagos, NG",2025-07-01 03:26:46,8477.5994005007,8.669444444444444,349.28,0,108.66444444444443,50.51,240.61555555555555,0
T0143,U008,2025-07-02 19:32:54,Gojek,Visa,No,Yes,"Tokyo, JP",2025-07-01 12:06:56,13484.67469187907,31.432777777777776,117.42,0,132.726,349.28,-15.305999999999997,0
T0935,U008,2025-07-04 03:48:27,Gucci,Visa,No,No,"Berlin, DE",2025-07-02 19:32:54,8938.340916731124,32.259166666666665,83.56,0,131.33454545454543,117.42,-47.77454545454543,0
T0948,U008,2025-07-05 15:35:29,Apple Store,Amex,No,No,"New York, USA",2025-07-04 03:48:27,6402.432651945027,35.78388888888889,147.36,0,127.35333333333334,83.56,20.006666666666675,0
T0567,U009,2025-06-26 12:32:59,Amazon,Visa,No,No,"Jakarta, ID",,0.0,9999.0,18.5,0,128.8923076923077,,-110.3923076923077,0
T0307,U009,2025-06-26 15:55:06,Uniqlo,Visa,No,Yes,"Berlin, DE",2025-06-26 12:32:59,10785.278181833868,3.368611111111111,67.65,0,18.5,18.5,49.150000000000006,0
T0198,U009,2025-06-27 04:34:16,Alfamart,Visa,Yes,No,"London, UK",2025-06-26 15:55:06,934.5233499288536,12.652777777777779,69.84,0,43.075,67.65,26.765,0
T0568,U009,2025-06-27 08:07:30,CryptoExchange,Mastercard,No,No,"Berlin, DE",2025-06-27 04:34:16,934.5233499288536,3.553888888888889,32.65,0,51.99666666666667,69.84,-19.34666666666667,0
T0199,U009,2025-06-27 14:27:58,eBay,Visa,No,Yes,"New York, USA",2025-06-27 08:07:30,6402.432651945027,6.341111111111111,86.02,0,47.160000000000004,32.65,38.85999999999999,0
T0872,U009,2025-06-27 23:48:54,Starbucks,Amex,No,No,"London, UK",2025-06-27 14:27:58,5585.2335789313,9.348888888888888,223.19,0,54.931999999999995,86.02,168.258,1
T0776,U009,2025-06-28 06:32:13,Apple Store,Mastercard,No,No,"London, UK",2025-06-27 23:48:54,0.0,6.7219444444444445,12.02,0,82.97500000000001,223.19,-70.95500000000001,0
T0675,U009,2025-06-28 22:40:10,Amazon,Amex,No,Yes,"Berlin, DE",2025-06-28 06:32:13,934.5233499288536,16.1325,29.39,0,72.83857142857143,12.02,-43.44857142857143,0
T0121,U009,2025-06-28 23:40:36,Tokopedia,Visa,No,Yes,"Paris, FR",2025-06-28 22:40:10,879.6993161290118,1.0072222222222222,424.4,0,67.4075,29.39,356.99249999999995,1
T0911,U009,2025-06-29 06:59:00,Amazon,Visa,Yes,Yes,"Singapore, SG",2025-06-28 23:40:36,10733.860805483631,7.306666666666667,23.12,0,107.07333333333332,424.4,-83.95333333333332,0
T0966,U009,2025-06-29 14:23:12,Gojek,Amex,No,No,"Bangkok, TH",2025-06-29 06:59:00,1419.7097593101707,7.403333333333333,59.06,0,98.678,23.12,-39.617999999999995,0
T0019,U009,2025-06-30 13:08:15,Uniqlo,Amex,Yes,Yes,"Singapore, SG",2025-06-29 14:23:12,1419.7097593101707,22.750833333333333,280.51,0,95.07636363636362,59.06,185.43363636363637,1
T0451,U009,2025-06-30 14:47:36,Amazon,Mastercard,No,No,"San Francisco, USA",2025-06-30 13:08:15,13593.547764662606,1.6558333333333333,87.78,1,110.52916666666665,280.51,-22.749166666666653,0
T0312,U009,2025-07-01 00:43:34,Gojek,Visa,No,Yes,"Tokyo, JP",2025-06-30 14:47:36,8289.537582643976,9.932777777777778,95.67,0,108.77923076923076,87.78,-13.109230769230763,0
T0050,U009,2025-07-01 18:46:42,Starbucks,Amex,No,No,"San Francisco, USA",2025-07-01 00:43:34,8289.537582643976,18.052222222222223,6.57,0,107.84285714285714,95.67,-101.27285714285713,0
T0389,U009,2025-07-01 23:26:35,Tokopedia,Visa,No,Yes,"Lagos, NG",2025-07-01 18:46:42,12571.44034444796,4.664722222222222,9.56,0,101.09133333333332,6.57,-91.53133333333332,0
T0558,U009,2025-07-02 08:17:32,Alfamart,Mastercard,No,No,"Berlin, DE",2025-07-01 23:26:35,5181.557344636087,8.849166666666667,102.41,0,95.370625,9.56,7.039374999999993,0
T0870,U009,2025-07-02 12:13:20,Gojek,Visa,Yes,No,"Singapore, SG",2025-07-02 08:17:32,9917.863301405818,3.93,87.48,0,95.78470588235294,102.41,-8.304705882352934,0
T0053,U009,2025-07-02 15:18:50,Alfamart,Mastercard,No,No,"New York, USA",2025-07-02 12:13:20,15340.582979641784,3.091666666666667,130.79,0,95.32333333333332,87.48,35.46666666666667,0
T0816,U009,2025-07-03 11:46:28,Apple Store,Mastercard,No,No,"Jakarta, ID",2025-07-02 15:18:50,16180.882875178579,20.460555555555555,90.48,0,97.19,130.79,-6.709999999999994,0
T0390,U009,2025-07-03 14:01:05,Amazon,Visa,No,Yes,"Berlin, DE",2025-07-03 11:46:28,10785.278181833868,2.243611111111111,68.2,0,96.8545,90.48,-28.6545,0
T0331,U009,2025-07-03 16:13:19,eBay,Mastercard,No,Yes,"San Francisco, USA",2025-07-03 14:01:05,9128.78894430887,2.203888888888889,283.81,0,95.49,68.2,188.32,0
T0366,U009,2025-07-04 02:03:05,Uniqlo,Mastercard,Yes,Yes,"London, UK",2025-07-03 16:13:19,8638.72956195674,9.829444444444444,140.46,0,104.05,283.81,36.41000000000001,0
T0091,U009,2025-07-04 04:46:18,Gojek,Visa,No,Yes,"Bangkok, TH",2025-07-04 02:03:05,9542.556793850961,2.7202777777777776,25.87,0,105.63304347826087,140.46,-79.76304347826087,0
T0026,U009,2025-07-04 07:26:33,Gucci,Mastercard,No,Yes,"Bangkok, TH",2025-07-04 04:46:18,0.0,2.6708333333333334,39.35,0,102.30958333333332,25.87,-62.95958333333332,0
T0297,U009,2025-07-04 14:08:16,Apple Store,Amex,No,Yes,"Jakarta, ID",2025-07-04 07:26:33,2316.570665566986,6.695277777777778,44.0,0,99.79119999999999,39.35,-55.79119999999999,0
T0448,U009,2025-07-05 05:29:30,Alfamart,Mastercard,No,Yes,"San Francisco, USA",2025-07-04 14:08:16,13950.15214468721,15.35388888888889,118.99,0,97.6453846153846,44.0,21.344615384615395,0
T0120,U009,2025-07-05 08:02:59,Amazon,Visa,No,No,"San Francisco, USA",2025-07-05 05:29:30,0.0,2.5580555555555557,67.23,0,98.43592592592593,118.99,-31.205925925925925,0
T0729,U010,2025-06-25 20:20:55,Alfamart,Visa,No,Yes,"New York, USA",,0.0,9999.0,28.57,0,97.32142857142857,,-68.75142857142856,0
T0968,U010,2025-06-26 07:00:28,Starbucks,Mastercard,Yes,Yes,"Bangkok, TH",2025-06-25 20:20:55,13947.503775782416,10.659166666666666,78.07,0,28.57,28.57,49.49999999999999,1
T0052,U010,2025-06-26 11:31:25,Amazon,Mastercard,No,Yes,"London, UK",2025-06-26 07:00:28,9542.556793850961,4.515833333333333,39.33,0,53.31999999999999,78.07,-13.989999999999995,0
T0097,U010,2025-06-26 19:12:03,Starbucks,Mastercard,No,Yes,"Berlin, DE",2025-06-26 11:31:25,934.5233499288536,7.677222222222222,54.03,0,48.65666666666666,39.33,5.373333333333342,0
T0239,U010,2025-06-26 20:55:57,Starbucks,Amex,No,No,"Jakarta, ID",2025-06-26 19:12:03,10785.278181833868,1.7316666666666667,201.8,1,50.0,54.03,151.8,1
T0238,U010,2025-06-28 18:34:32,Tokopedia,Visa,No,Yes,"Berlin, DE",2025-06-26 20:55:57,10785.278181833868,45.643055555555556,166.13,0,80.36,201.8,85.77,0
T0792,U010,2025-06-28 20:21:47,Starbucks,Mastercard,No,No,"Singapore, SG",2025-06-28 18:34:32,9917.863301405818,1.7875,252.39,1,94.65500000000002,166.13,157.73499999999996,1
T0074,U010,2025-06-29 11:14:19,Amazon,Visa,No,No,"New York, USA",2025-06-28 20:21:47,15340.582979641784,14.875555555555556,140.87,0,117.18857142857142,252.39,23.681428571428583,0
T0564,U010,2025-06-29 22:34:20,Apple Store,Mastercard,No,Yes,"Jakarta, ID",2025-06-29 11:14:19,16180.882875178579,11.33361111111111,18.91,0,120.14875,140.87,-101.23875000000001,0
T0133,U010,2025-06-30 11:02:39,Starbucks,Visa,Yes,No,"San Francisco, USA",2025-06-29 22:34:20,13950.15214468721,12.471944444444444,38.68,0,108.9,18.91,-70.22,0
T0686,U010,2025-06-30 13:33:20,Gojek,Visa,No,Yes,"Jakarta, ID",2025-06-30 11:02:39,13950.15214468721,2.511388888888889,131.26,0,101.878,38.68,29.38199999999999,0
T0346,U010,2025-07-01 00:26:52,Apple Store,Mastercard,No,No,"Tokyo, JP",2025-06-30 13:33:20,5771.334851176683,10.892222222222221,33.11,0,104.5490909090909,131.26,-71.43909090909091,0
T0701,U010,2025-07-01 01:20:06,Gucci,Visa,Yes,No,"London, UK",2025-07-01 00:26:52,9582.309507921495,0.8872222222222222,44.45,1,98.59583333333335,33.11,-54.14583333333334,1
T0929,U010,2025-07-01 07:59:56,Amazon,Mastercard,No,Yes,"Jakarta, ID",2025-07-01 01:20:06,11718.927470539898,6.663888888888889,28.15,0,94.43076923076923,44.45,-66.28076923076924,0
T0223,U010,2025-07-03 03:49:46,Gucci,Visa,No,Yes,"Singapore, SG",2025-07-01 07:59:56,901.1649890856099,43.830555555555556,275.13,0,89.69642857142857,28.15,185.43357142857144,0
T0519,U010,2025-07-03 06:28:03,Gucci,Amex,No,Yes,"Tokyo, JP",2025-07-03 03:49:46,5307.106511727194,2.6380555555555554,80.28,0,102.05866666666667,275.13,-21.778666666666666,0
T0852,U010,2025-07-03 13:00:06,Uniqlo,Visa,Yes,Yes,"Singapore, SG",2025-07-03 06:28:03,5307.106511727194,6.534166666666667,19.67,0,100.6975,80.28,-81.0275,1
T0861,U010,2025-07-04 02:46:06,eBay,Mastercard,No,Yes,"Singapore, SG",2025-07-03 13:00:06,0.0,13.766666666666667,110.29,0,95.93117647058823,19.67,14.35882352941178,0
T0952,U010,2025-07-05 15:01:05,CryptoExchange,Amex,No,Yes,"New York, USA",2025-07-04 02:46:06,15340.582979641784,36.249722222222225,68.42,0,96.72888888888889,110.29,-28.308888888888887,0
T0326,U011,2025-06-25 20:52:09,Gucci,Amex,No,No,"Lagos, NG",,0.0,9999.0,85.68,0,95.23894736842105,,-9.558947368421045,0
T0611,U011,2025-06-26 02:11:24,Tokopedia,Mastercard,No,Yes,"San Francisco, USA",2025-06-25 20:52:09,12571.44034444796,5.320833333333334,12.76,0,85.68,85.68,-72.92,0
T0563,U011,2025-06-26 06:37:34,Gucci,Visa,No,No,"San Francisco, USA",2025-06-26 02:11:24,0.0,4.436111111111111,110.13,0,49.220000000000006,12.76,60.90999999999999,0
T0489,U011,2025-06-26 10:22:14,Gucci,Amex,No,Yes,"Paris, FR",2025-06-26 06:37:34,8976.175546130607,3.7444444444444445,350.37,0,69.52333333333333,110.13,280.8466666666667,0
T0604,U011,2025-06-27 00:01:08,Starbucks,Amex,Yes,No,"Tokyo, JP",2025-06-26 10:22:14,9735.661095604704,13.648333333333333,27.77,0,139.735,350.37,-111.96500000000002,0
T0760,U011,2025-06-27 09:00:34,Apple Store,Visa,No,No,"London, UK",2025-06-27 00:01:08,9582.309507921495,8.990555555555556,94.53,0,117.34200000000001,27.77,-22.812000000000012,0
T0635,U011,2025-06-27 10:11:35,Alfamart,Amex,No,Yes,"Jakarta, ID",2025-06-27 09:00:34,11718.927470539898,1.1836111111111112,20.65,1,113.54,94.53,-92.89000000000001,1
T0750,U011,2025-06-27 14:48:21,Gojek,Visa,No,Yes,"London, UK",2025-06-27 10:11:35,11718.927470539898,4.612777777777778,42.42,0,100.27,20.65,-57.849999999999994,0
T0592,U011,2025-06-27 18:02:19,Uniqlo,Amex,No,No,"Tokyo, JP",2025-06-27 14:48:21,9582.309507921495,3.2327777777777778,46.03,0,93.03875,42.42,-47.00874999999999,0
T0236,U011,2025-06-28 06:08:34,Gojek,Amex,Yes,Yes,"Jakarta, ID",2025-06-27 18:02:19,5771.334851176683,12.104166666666666,34.76,0,87.81555555555556,46.03,-53.055555555555564,1
T0497,U011,2025-06-28 21:13:25,Alfamart,Mastercard,No,No,"Lagos, NG",2025-06-28 06:08:34,11578.709334103485,15.080833333333333,167.61,0,82.51,34.76,85.10000000000001,0
T0991,U011,2025-06-28 21:52:24,Tokopedia,Visa,No,No,"Jakarta, ID",2025-06-28 21:13:25,11578.709334103485,0.6497222222222222,288.72,1,90.24636363636364,167.61,198.4736363636364,1
T0993,U011,2025-06-29 07:59:22,Gojek,Mastercard,Yes,Yes,"Tokyo, JP",2025-06-28 21:52:24,5771.334851176683,10.116111111111111,198.08,0,106.78583333333334,288.72,91.29416666666667,1
T0344,U011,2025-06-29 14:20:54,Gucci,Mastercard,Yes,No,"London, UK",2025-06-29 07:59:22,9582.309507921495,6.358888888888889,2.35,0,113.80846153846154,198.08,-111.45846153846155,0
T0316,U011,2025-06-30 00:46:06,Gucci,Visa,Yes,No,"Bangkok, TH",2025-06-29 14:20:54,9542.556793850961,10.42,98.31,0,105.84714285714287,2.35,-7.537142857142868,0
T0129,U011,2025-06-30 21:58:02,Starbucks,Amex,Yes,Yes,"Berlin, DE",2025-06-30 00:46:06,8611.216556385998,21.198888888888888,100.38,0,105.34466666666667,98.31,-4.964666666666673,1
T0367,U011,2025-07-01 13:10:04,Alfamart,Amex,Yes,No,"Paris, FR",2025-06-30 21:58:02,879.6993161290118,15.200555555555555,10.88,0,105.03437500000001,100.38,-94.15437500000002,0
T0016,U011,2025-07-02 04:48:30,Gojek,Visa,No,Yes,"London, UK",2025-07-01 13:10:04,343.92312009098924,15.640555555555556,20.44,0,99.49588235294118,10.88,-79.05588235294118,0
T0946,U011,2025-07-03 02:22:53,Gucci,Mastercard,No,Yes,"Lagos, NG",2025-07-02 04:48:30,4997.572739589512,21.573055555555555,90.84,0,95.10388888888889,20.44,-4.263888888888886,0
T0694,U011,2025-07-03 07:58:33,CryptoExchange,Amex,No,Yes,"Jakarta, ID",2025-07-03 02:22:53,11578.709334103485,5.594444444444444,158.61,0,94.87947368421052,90.84,63.73052631578949,0
T0921,U011,2025-07-03 13:18:58,Gojek,Mastercard,No,No,"Singapore, SG",2025-07-03 07:58:33,901.1649890856099,5.340277777777778,54.26,0,98.066,158.61,-43.806000000000004,0
T0538,U011,2025-07-04 07:25:16,Starbucks,Amex,No,Yes,"Lagos, NG",2025-07-03 13:18:58,11155.654728586675,18.105,153.09,0,95.98,54.26,57.11,0
T0293,U011,2025-07-04 08:50:00,eBay,Mastercard,Yes,No,"Paris, FR",2025-07-04 07:25:16,4693.218530415325,1.4122222222222223,80.82,1,98.5759090909091,153.09,-17.7559090909091,1
T0896,U011,2025-07-04 10:10:44,Gucci,Visa,No,Yes,"San Francisco, USA",2025-07-04 08:50:00,8976.175546130607,1.3455555555555556,29.83,1,97.80391304347827,80.82,-67.97391304347828,1
T0296,U011,2025-07-05 16:58:40,Starbucks,Amex,No,Yes,"New York, USA",2025-07-04 10:10:44,4139.145472017721,30.79888888888889,28.47,0,94.97166666666668,29.83,-66.50166666666668,0
T0167,U012,2025-06-25 18:05:12,Gucci,Mastercard,No,Yes,"Jakarta, ID",,0.0,9999.0,102.73,0,92.3116,,10.418400000000005,0
T0885,U012,2025-06-26 02:33:56,Alfamart,Mastercard,Yes,Yes,"Jakarta, ID",2025-06-25 18:05:12,0.0,8.47888888888889,144.23,0,102.73,102.73,41.499999999999986,1
T0544,U012,2025-06-26 10:57:47,Gojek,Amex,No,Yes,"New York, USA",2025-06-26 02:33:56,16180.882875178579,8.3975,261.17,0,123.47999999999999,144.23,137.69000000000003,0
T0440,U012,2025-06-26 16:10:19,CryptoExchange,Visa,No,Yes,"Bangkok, TH",2025-06-26 10:57:47,13947.503775782416,5.208888888888889,221.77,0,169.3766666666667,261.17,52.39333333333332,1
T0989,U012,2025-06-27 04:54:30,Gucci,Amex,No,No,"Paris, FR",2025-06-26 16:10:19,9453.991438256835,12.73638888888889,258.22,0,182.47500000000002,221.77,75.745,0
T0919,U012,2025-06-27 21:06:39,Gojek,Mastercard,No,No,"London, UK",2025-06-27 04:54:30,343.92312009098924,16.2025,19.28,0,197.62400000000002,258.22,-178.34400000000002,0
T0370,U012,2025-06-27 22:19:22,Uniqlo,Mastercard,No,Yes,"Singapore, SG",2025-06-27 21:06:39,10852.378097437935,1.2119444444444445,175.13,1,167.9,19.28,7.22999999999999,1
T0038,U012,2025-06-28 11:58:02,Gucci,Visa,No,Yes,"Jakarta, ID",2025-06-27 22:19:22,901.1649890856099,13.644444444444444,22.15,0,168.93285714285716,175.13,-146.78285714285715,0
T0850,U012,2025-06-28 23:21:34,Starbucks,Amex,No,No,"Bangkok, TH",2025-06-28 11:58:02,2316.570665566986,11.392222222222221,10.99,0,150.585,22.15,-139.595,0
T0260,U012,2025-06-29 21:01:51,Starbucks,Amex,No,Yes,"Bangkok, TH",2025-06-28 23:21:34,0.0,21.671388888888888,44.66,0,135.07444444444445,10.99,-90.41444444444446,0
T0483,U012,2025-07-01 02:05:48,Gojek,Amex,No,No,"Paris, FR",2025-06-29 21:01:51,9453.991438256835,29.065833333333334,47.23,0,126.03300000000002,44.66,-78.80300000000003,0
T0797,U012,2025-07-01 16:33:33,CryptoExchange,Amex,No,No,"London, UK",2025-07-01 02:05:48,343.92312009098924,14.4625,25.44,0,118.86909090909093,47.23,-93.42909090909093,1
T0425,U012,2025-07-02 10:23:53,Tokopedia,Amex,Yes,Yes,"Jakarta, ID",2025-07-01 16:33:33,11718.927470539898,17.83888888888889,5.8,0,111.08333333333333,25.44,-105.28333333333333,1
T0583,U012,2025-07-02 13:15:22,Apple Store,Amex,No,No,"Singapore, SG",2025-07-02 10:23:53,901.1649890856099,2.8580555555555556,6.3,0,102.9846153846154,5.8,-96.6846153846154,0
T0093,U012,2025-07-02 19:56:05,Alfamart,Mastercard,No,Yes,"New York, USA",2025-07-02 13:15:22,15340.582979641784,6.6786111111111115,170.38,0,96.07857142857144,6.3,74.30142857142856,0
T0484,U012,2025-07-03 15:28:35,Starbucks,Mastercard,No,Yes,"London, UK",2025-07-02 19:56:05,5585.2335789313,19.541666666666668,166.36,0,101.032,170.38,65.32800000000002,0
T0062,U012,2025-07-03 18:55:35,Alfamart,Visa,Yes,Yes,"Bangkok, TH",2025-07-03 15:28:35,9542.556793850961,3.45,68.08,0,105.11500000000001,166.36,-37.03500000000001,0
T0688,U012,2025-07-03 18:59:53,Alfamart,Mastercard,No,Yes,"New York, USA",2025-07-03 18:55:35,13947.503775782416,0.07166666666666667,20.0,1,102.9364705882353,68.08,-82.9364705882353,1
T0536,U012,2025-07-04 16:04:10,Amazon,Amex,Yes,Yes,"Jakarta, ID",2025-07-03 18:59:53,16180.882875178579,21.07138888888889,42.81,0,98.3288888888889,20.0,-55.518888888888895,1
T0737,U012,2025-07-04 19:29:59,Tokopedia,Mastercard,Yes,Yes,"London, UK",2025-07-04 16:04:10,11718.927470539898,3.430277777777778,11.72,0,95.40684210526315,42.81,-83.68684210526315,1
T0457,U012,2025-07-05 09:58:23,Amazon,Amex,No,No,"London, UK",2025-07-04 19:29:59,0.0,14.473333333333333,60.82,0,91.2225,11.72,-30.402499999999996,0
T0865,U012,2025-07-05 12:14:26,Starbucks,Amex,No,Yes,"New York, USA",2025-07-05 09:58:23,5585.2335789313,2.2675,1.31,0,89.77476190476192,60.82,-88.46476190476191,0
T0549,U013,2025-06-25 17:42:22,Gucci,Mastercard,No,Yes,"San Francisco, USA",,0.0,9999.0,67.85,0,85.75363636363637,,-17.90363636363638,0
T0560,U013,2025-06-26 02:01:29,Gucci,Visa,Yes,Yes,"Singapore, SG",2025-06-25 17:42:22,13593.547764662606,8.31861111111111,42.41,0,67.85,67.85,-25.439999999999998,0
T0945,U013,2025-06-26 21:51:19,eBay,Amex,No,No,"Lagos, NG",2025-06-26 02:01:29,11155.654728586675,19.830555555555556,68.59,0,55.129999999999995,42.41,13.460000000000008,0
T0486,U013,2025-06-26 23:33:01,Gojek,Amex,No,Yes,"Tokyo, JP",2025-06-26 21:51:19,13484.67469187907,1.695,16.3,1,59.61666666666667,68.59,-43.31666666666666,0
T0638,U013,2025-06-27 03:43:49,eBay,Mastercard,No,No,"San Francisco, USA",2025-06-26 23:33:01,8289.537582643976,4.18,227.08,0,48.7875,16.3,178.29250000000002,1
T0736,U013,2025-06-27 03:59:44,Uniqlo,Visa,No,Yes,"San Francisco, USA",2025-06-27 03:43:49,0.0,0.2652777777777778,172.18,0,84.446,227.08,87.73400000000001,0
T0265,U013,2025-06-27 04:22:47,Starbucks,Mastercard,Yes,Yes,"Bangkok, TH",2025-06-27 03:59:44,12761.434227146432,0.38416666666666666,97.52,1,99.06833333333334,172.18,-1.5483333333333462,0
T0810,U013,2025-06-28 02:29:45,Amazon,Amex,No,Yes,"New York, USA",2025-06-27 04:22:47,13947.503775782416,22.11611111111111,324.6,0,98.84714285714287,97.52,225.75285714285715,0
T0303,U013,2025-06-29 16:22:23,Starbucks,Visa,No,No,"Jakarta, ID",2025-06-28 02:29:45,16180.882875178579,37.87722222222222,193.42,0,127.06625,324.6,66.35374999999999,0
T0976,U013,2025-07-01 04:03:09,Amazon,Mastercard,No,Yes,"Berlin, DE",2025-06-29 16:22:23,10785.278181833868,35.67944444444444,67.22,0,134.4388888888889,193.42,-67.2188888888889,0
T0246,U013,2025-07-01 17:08:41,Gucci,Mastercard,No,No,"Lagos, NG",2025-07-01 04:03:09,5181.557344636087,13.092222222222222,158.86,0,127.71700000000001,67.22,31.143,0
T0884,U013,2025-07-02 10:51:53,Amazon,Visa,Yes,Yes,"Lagos, NG",2025-07-01 17:08:41,0.0,17.72,296.53,0,130.5481818181818,158.86,165.98181818181817,0
T0356,U013,2025-07-03 11:40:17,Alfamart,Amex,No,Yes,"London, UK",2025-07-02 10:51:53,4997.572739589512,24.80666666666667,164.42,0,144.38,296.53,20.039999999999992,0
T0406,U013,2025-07-03 16:00:25,Alfamart,Mastercard,No,No,"New York, USA",2025-07-03 11:40:17,5585.2335789313,4.335555555555556,8.48,0,145.92153846153846,164.42,-137.44153846153847,0
T0838,U013,2025-07-04 17:28:05,Apple Store,Visa,No,No,"Paris, FR",2025-07-03 16:00:25,5852.935291766765,25.461111111111112,31.57,0,136.1042857142857,8.48,-104.53428571428572,0
T0662,U013,2025-07-05 12:04:51,Tokopedia,Amex,No,Yes,"London, UK",2025-07-04 17:28:05,343.92312009098924,18.61277777777778,94.32,0,129.13533333333334,31.57,-34.81533333333334,0
T0469,U014,2025-06-26 12:37:44,Uniqlo,Mastercard,No,Yes,"London, UK",,0.0,9999.0,37.04,0,126.959375,,-89.919375,0
T0978,U014,2025-06-28 05:06:58,Starbucks,Mastercard,No,Yes,"Jakarta, ID",2025-06-26 12:37:44,11718.927470539898,40.48722222222222,439.56,0,37.04,37.04,402.52,1
T0513,U014,2025-06-28 13:19:28,Tokopedia,Visa,No,Yes,"Paris, FR",2025-06-28 05:06:58,11586.603455109405,8.208333333333334,12.05,0,238.3,439.56,-226.25,0
T0532,U014,2025-06-28 22:30:50,Gojek,Mastercard,No,No,"Singapore, SG",2025-06-28 13:19:28,10733.860805483631,9.189444444444444,89.14,0,162.88333333333335,12.05,-73.74333333333335,0
T0849,U014,2025-06-29 01:58:30,eBay,Mastercard,No,Yes,"Tokyo, JP",2025-06-28 22:30:50,5307.106511727194,3.4611111111111112,1.99,0,144.4475,89.14,-142.45749999999998,0
T0765,U014,2025-06-29 21:18:32,Gojek,Visa,Yes,Yes,"Tokyo, JP",2025-06-29 01:58:30,0.0,19.33388888888889,119.29,0,115.95599999999999,1.99,3.3340000000000174,1
T0496,U014,2025-07-01 00:39:25,Gucci,Mastercard,No,Yes,"New York, USA",2025-06-29 21:18:32,10872.799519316866,27.348055555555554,200.04,0,116.51166666666667,119.29,83.52833333333332,0
T0666,U014,2025-07-01 16:05:59,Gucci,Visa,No,No,"Singapore, SG",2025-07-01 00:39:25,15340.582979641784,15.442777777777778,65.61,0,128.4442857142857,200.04,-62.83428571428571,0
T0408,U014,2025-07-01 18:47:53,Alfamart,Visa,No,Yes,"Lagos, NG",2025-07-01 16:05:59,11155.654728586675,2.6983333333333333,431.55,0,120.59,65.61,310.96000000000004,0
T0647,U014,2025-07-01 20:43:53,Alfamart,Amex,No,No,"Paris, FR",2025-07-01 18:47:53,4693.218530415325,1.9333333333333333,169.87,1,155.14111111111112,431.55,14.72888888888889,1
T0621,U014,2025-07-02 15:22:58,Starbucks,Visa,No,No,"Berlin, DE",2025-07-01 20:43:53,879.6993161290118,18.65138888888889,56.5,0,156.614,169.87,-100.114,0
T0562,U014,2025-07-03 20:16:49,Alfamart,Mastercard,No,Yes,"Paris, FR",2025-07-02 15:22:58,879.6993161290118,28.8975,64.24,0,147.5127272727273,56.5,-83.2727272727273,0
T0098,U014,2025-07-04 05:14:00,Alfamart,Mastercard,Yes,No,"Paris, FR",2025-07-03 20:16:49,0.0,8.953055555555556,25.12,0,140.57333333333335,64.24,-115.45333333333335,0
T0607,U014,2025-07-04 06:31:15,CryptoExchange,Amex,No,No,"Berlin, DE",2025-07-04 05:14:00,879.6993161290118,1.2875,2.03,0,131.69230769230768,25.12,-129.66230769230768,1
T0839,U014,2025-07-04 09:51:54,Apple Store,Visa,No,Yes,"Berlin, DE",2025-07-04 06:31:15,0.0,3.3441666666666667,103.28,0,122.43071428571429,2.03,-19.150714285714287,0
T0809,U015,2025-06-25 19:42:51,Alfamart,Amex,No,Yes,"Jakarta, ID",,0.0,9999.0,19.61,0,121.154,,-101.544,0
T0784,U015,2025-06-26 02:07:08,Alfamart,Mastercard,No,No,"Jakarta, ID",2025-06-25 19:42:51,0.0,6.404722222222222,50.92,0,19.61,19.61,31.310000000000002,0
T0632,U015,2025-06-26 12:04:01,Alfamart,Amex,No,No,"Singapore, SG",2025-06-26 02:07:08,901.1649890856099,9.948055555555555,16.59,0,35.265,50.92,-18.675,0
T0947,U015,2025-06-26 14:36:34,eBay,Visa,No,No,"Berlin, DE",2025-06-26 12:04:01,9917.863301405818,2.5425,40.68,0,29.040000000000003,16.59,11.639999999999997,0
T0820,U015,2025-06-26 18:51:02,Tokopedia,Amex,Yes,Yes,"Lagos, NG",2025-06-26 14:36:34,5181.557344636087,4.2411111111111115,228.33,0,31.95,40.68,196.38000000000002,1
T0547,U015,2025-06-26 21:59:50,Amazon,Mastercard,Yes,Yes,"London, UK",2025-06-26 18:51:02,4997.572739589512,3.1466666666666665,61.46,0,71.226,228.33,-9.765999999999998,0
T0709,U015,2025-06-27 15:38:55,eBay,Amex,No,Yes,"Paris, FR",2025-06-26 21:59:50,343.92312009098924,17.65138888888889,137.68,0,69.59833333333334,61.46,68.08166666666666,0
T0780,U015,2025-06-28 10:17:15,Alfamart,Visa,No,Yes,"Bangkok, TH",2025-06-27 15:38:55,9453.991438256835,18.63888888888889,253.63,0,79.32428571428571,137.68,174.3057142857143,0
